CD_GEOCMU,Nome Município,Estado,Agrupamento,Conjunto,Condição
3157377,SANTA CRUZ DE SALINAS,Minas Gerais,Salinas,Sem conjunto,Meta
3157401,SANTA CRUZ DO ESCALVADO,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3157500,SANTA EFIGÊNIA DE MINAS,Minas Gerais,Guanhães,Sem conjunto,Meta
3157609,SANTA FÉ DE MINAS,Minas Gerais,Buritizeiro,MG02,1º Marco
3157658,SANTA HELENA DE MINAS,Minas Gerais,Nanuque,Sem conjunto,Meta
3157708,SANTA JULIANA,Minas Gerais,,Sem conjunto,
3157807,SANTA LUZIA,Minas Gerais,Belo Horizonte,MG01,1º Marco
3157906,SANTA MARGARIDA,Minas Gerais,Manhuaçu,Sem conjunto,Meta
3158003,SANTA MARIA DE ITABIRA,Minas Gerais,Itabira,Sem conjunto,Meta
3158102,SANTA MARIA DO SALTO,Minas Gerais,Almenara,Sem conjunto,Meta
3158201,SANTA MARIA DO SUAÇUÍ,Minas Gerais,Peçanha,Sem conjunto,Meta
3159209,SANTA RITA DE CALDAS,Minas Gerais,Jacutinga,SP07,1º Marco
3159407,SANTA RITA DE IBITIPOCA,Minas Gerais,Santos Dumont,Sem conjunto,Meta
3159308,SANTA RITA DE JACUTINGA,Minas Gerais,Andrelândia,Sem conjunto,Meta
3159357,SANTA RITA DE MINAS,Minas Gerais,Caratinga,MG01,1º Marco
3159506,SANTA RITA DO ITUETO,Minas Gerais,Aimorés,Sem conjunto,Meta
3159605,SANTA RITA DO SAPUCAÍ,Minas Gerais,Santa Rita do Sapucaí,Sem conjunto,Meta
3159704,SANTA ROSA DA SERRA,Minas Gerais,,Sem conjunto,
3159803,SANTA VITÓRIA,Minas Gerais,,Sem conjunto,
3158300,SANTANA DA VARGEM,Minas Gerais,Varginha,Sem conjunto,Meta
3158409,SANTANA DE CATAGUASES,Minas Gerais,Cataguases,Sem conjunto,Meta
3158508,SANTANA DE PIRAPAMA,Minas Gerais,Sete Lagoas,MG03,1º Marco
3158607,SANTANA DO DESERTO,Minas Gerais,Matias Barbosa,Sem conjunto,Meta
3158706,SANTANA DO GARAMBÉU,Minas Gerais,Tiradentes,Sem conjunto,Meta
3158805,SANTANA DO JACARÉ,Minas Gerais,Campo Belo ,Sem conjunto,Meta
3158904,SANTANA DO MANHUAÇU,Minas Gerais,Manhuaçu,Sem conjunto,Meta
3158953,SANTANA DO PARAÍSO,Minas Gerais,Ipatinga,Sem conjunto,Meta
3159001,SANTANA DO RIACHO,Minas Gerais,Sete Lagoas,MG03,1º Marco
3159100,SANTANA DOS MONTES,Minas Gerais,Conselheiro Lafaiete,Sem conjunto,Meta
3159902,SANTO ANTÔNIO DO AMPARO,Minas Gerais,Oliveira,Sem conjunto,Meta
3160009,SANTO ANTÔNIO DO AVENTUREIRO,Minas Gerais,Cataguases,Sem conjunto,Meta
3160108,SANTO ANTÔNIO DO GRAMA,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3160207,SANTO ANTÔNIO DO ITAMBÉ,Minas Gerais,Conceição do Mato Dentro,Sem conjunto,Meta
3160306,SANTO ANTÔNIO DO JACINTO,Minas Gerais,Almenara,Sem conjunto,Meta
3160405,SANTO ANTÔNIO DO MONTE,Minas Gerais,Divinópolis,MG03,1º Marco
3160454,SANTO ANTÔNIO DO RETIRO,Minas Gerais,Salinas,Sem conjunto,Meta
3160504,SANTO ANTÔNIO DO RIO ABAIXO,Minas Gerais,Conceição do Mato Dentro,Sem conjunto,Meta
3160603,SANTO HIPÓLITO,Minas Gerais,Curvelo,Sem conjunto,Meta
3160702,SANTOS DUMONT,Minas Gerais,Santos Dumont,Sem conjunto,Meta
3160801,SÃO BENTO ABADE,Minas Gerais,Varginha,Sem conjunto,Meta
3160900,SÃO BRÁS DO SUAÇUÍ,Minas Gerais,Conselheiro Lafaiete,Sem conjunto,Meta
3160959,SÃO DOMINGOS DAS DORES,Minas Gerais,Caratinga,MG01,1º Marco
3161007,SÃO DOMINGOS DO PRATA,Minas Gerais,Itabira,Sem conjunto,Meta
3161056,SÃO FÉLIX DE MINAS,Minas Gerais,Mantena,Sem conjunto,Meta
3161106,SÃO FRANCISCO,Minas Gerais,Januária,Sem conjunto,Meta
3161205,SÃO FRANCISCO DE PAULA,Minas Gerais,Oliveira,Sem conjunto,Meta
3161304,SÃO FRANCISCO DE SALES,Minas Gerais,,Sem conjunto,
3161403,SÃO FRANCISCO DO GLÓRIA,Minas Gerais,Muriaé,Sem conjunto,Meta
3161502,SÃO GERALDO,Minas Gerais,Ubá,Sem conjunto,Meta
3161601,SÃO GERALDO DA PIEDADE,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3161650,SÃO GERALDO DO BAIXIO,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3161700,SÃO GONÇALO DO ABAETÉ,Minas Gerais,Paracatu,Sem conjunto,Meta
3161809,SÃO GONÇALO DO PARÁ,Minas Gerais,Divinópolis,MG03,1º Marco
3161908,SÃO GONÇALO DO RIO ABAIXO,Minas Gerais,Itabira,Sem conjunto,Meta
3125507,SÃO GONÇALO DO RIO PRETO,Minas Gerais,Diamantina,Sem conjunto,Meta
3162005,SÃO GONÇALO DO SAPUCAÍ,Minas Gerais,Santa Rita do Sapucaí,Sem conjunto,Meta
3162104,SÃO GOTARDO,Minas Gerais,,Sem conjunto,
3162203,SÃO JOÃO BATISTA DO GLÓRIA,Minas Gerais,Passos,Sem conjunto,Meta
3162252,SÃO JOÃO DA LAGOA,Minas Gerais,Montes Claros,Sem conjunto,Meta
3162302,SÃO JOÃO DA MATA,Minas Gerais,Santa Rita do Sapucaí,Sem conjunto,Meta
3162401,SÃO JOÃO DA PONTE,Minas Gerais,Montes Claros,Sem conjunto,Meta
3162450,SÃO JOÃO DAS MISSÕES,Minas Gerais,Januária,Sem conjunto,Meta
3162500,SÃO JOÃO DEL REI,Minas Gerais,Tiradentes,Sem conjunto,Meta
3162559,SÃO JOÃO DO MANHUAÇU,Minas Gerais,Manhuaçu,Sem conjunto,Meta
3162575,SÃO JOÃO DO MANTENINHA,Minas Gerais,Mantena,Sem conjunto,Meta
3162609,SÃO JOÃO DO ORIENTE,Minas Gerais,Caratinga,MG01,1º Marco
3162658,SÃO JOÃO DO PACUÍ,Minas Gerais,Montes Claros,Sem conjunto,Meta
3162708,SÃO JOÃO DO PARAÍSO,Minas Gerais,Salinas,Sem conjunto,Meta
3162807,SÃO JOÃO EVANGELISTA,Minas Gerais,Guanhães,Sem conjunto,Meta
3162906,SÃO JOÃO NEPOMUCENO,Minas Gerais,Minas de Esplendor,MG01,2º Marco
3162922,SÃO JOAQUIM DE BICAS,Minas Gerais,Horizonte de Glória,MG03,2º Marco
3162948,SÃO JOSÉ DA BARRA,Minas Gerais,Passos,Sem conjunto,Meta
3162955,SÃO JOSÉ DA LAPA,Minas Gerais,Lagoa Santa,MG01,Incipiente
3163003,SÃO JOSÉ DA SAFIRA,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3163102,SÃO JOSÉ DA VARGINHA,Minas Gerais,Pará de Minas,Sem conjunto,Meta
3163201,SÃO JOSÉ DO ALEGRE,Minas Gerais,Santa Rita do Sapucaí,Sem conjunto,Meta
3163300,SÃO JOSÉ DO DIVINO,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3163409,SÃO JOSÉ DO GOIABAL,Minas Gerais,Itabira,Sem conjunto,Meta
3163508,SÃO JOSÉ DO JACURI,Minas Gerais,Peçanha,Sem conjunto,Meta
3163607,SÃO JOSÉ DO MANTIMENTO,Minas Gerais,Manhuaçu,Sem conjunto,Meta
3163706,SÃO LOURENÇO,Minas Gerais,Cambuquira,MG01,1º Marco
3163805,SÃO MIGUEL DO ANTA,Minas Gerais,Teixeiras,Sem conjunto,Meta
3163904,SÃO PEDRO DA UNIÃO,Minas Gerais,São Sebastião do Paraíso,Sem conjunto,Meta
3164100,SÃO PEDRO DO SUAÇUÍ,Minas Gerais,Peçanha,Sem conjunto,Meta
3164001,SÃO PEDRO DOS FERROS,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3164209,SÃO ROMÃO,Minas Gerais,Buritizeiro,MG02,1º Marco
3164308,SÃO ROQUE DE MINAS,Minas Gerais,Piuí,Sem conjunto,Meta
3164407,SÃO SEBASTIÃO DA BELA VISTA,Minas Gerais,Santa Rita do Sapucaí,Sem conjunto,Meta
3164431,SÃO SEBASTIÃO DA VARGEM ALEGRE,Minas Gerais,Muriaé,Sem conjunto,Meta
3164472,SÃO SEBASTIÃO DO ANTA,Minas Gerais,Caratinga,MG01,1º Marco
3164506,SÃO SEBASTIÃO DO MARANHÃO,Minas Gerais,Peçanha,Sem conjunto,Meta
3164605,SÃO SEBASTIÃO DO OESTE,Minas Gerais,Divinópolis,MG03,1º Marco
3164704,SÃO SEBASTIÃO DO PARAÍSO,Minas Gerais,São Sebastião do Paraíso,Sem conjunto,Meta
3164803,SÃO SEBASTIÃO DO RIO PRETO,Minas Gerais,Conceição do Mato Dentro,Sem conjunto,Meta
3164902,SÃO SEBASTIÃO DO RIO VERDE,Minas Gerais,Cambuquira,MG01,1º Marco
3165206,SÃO THOMÉ DAS LETRAS,Minas Gerais,Varginha,Sem conjunto,Meta
3165008,SÃO TIAGO,Minas Gerais,Tiradentes,Sem conjunto,Meta
3165107,SÃO TOMÁS DE AQUINO,Minas Gerais,São Sebastião do Paraíso,Sem conjunto,Meta
3165305,SÃO VICENTE DE MINAS,Minas Gerais,Andrelândia,Sem conjunto,Meta
3165404,SAPUCAÍ-MIRIM,Minas Gerais,Pouso Alegre,Sem conjunto,Meta
3165503,SARDOÁ,Minas Gerais,Guanhães,Sem conjunto,Meta
3165537,SARZEDO,Minas Gerais,Horizonte de Glória,MG03,2º Marco
3165560,SEM-PEIXE,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3165578,SENADOR AMARAL,Minas Gerais,Pouso Alegre,Sem conjunto,Meta
3165602,SENADOR CORTES,Minas Gerais,Matias Barbosa,Sem conjunto,Meta
3165701,SENADOR FIRMINO,Minas Gerais,Ubá,Sem conjunto,Meta
3165800,SENADOR JOSÉ BENTO,Minas Gerais,Pouso Alegre,Sem conjunto,Meta
3165909,SENADOR MODESTINO GONÇALVES,Minas Gerais,Diamantina,Sem conjunto,Meta
3166006,SENHORA DE OLIVEIRA,Minas Gerais,Teixeiras,Sem conjunto,Meta
3166105,SENHORA DO PORTO,Minas Gerais,Guanhães,Sem conjunto,Meta
3166204,SENHORA DOS REMÉDIOS,Minas Gerais,Barbacena,Sem conjunto,Meta
3166303,SERICITA,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3166402,SERITINGA,Minas Gerais,Andrelândia,Sem conjunto,Meta
3166501,SERRA AZUL DE MINAS,Minas Gerais,Conceição do Mato Dentro,Sem conjunto,Meta
3166600,SERRA DA SAUDADE,Minas Gerais,Bom Despacho,MG03,1º Marco
3166808,SERRA DO SALITRE,Minas Gerais,,Sem conjunto,
3166709,SERRA DOS AIMORÉS,Minas Gerais,Nanuque,Sem conjunto,Meta
3166907,SERRANIA,Minas Gerais,Alfenas,SP07,1º Marco
3166956,SERRANÓPOLIS DE MINAS,Minas Gerais,Janaúba,Sem conjunto,Meta
3167004,SERRANOS,Minas Gerais,Andrelândia,Sem conjunto,Meta
3167103,SERRO,Minas Gerais,Conceição do Mato Dentro,Sem conjunto,Meta
3167202,SETE LAGOAS,Minas Gerais,Sete Lagoas,MG03,1º Marco
3165552,SETUBINHA,Minas Gerais,Teófilo Otoni,Sem conjunto,Meta
3167301,SILVEIRÂNIA,Minas Gerais,Ubá,Sem conjunto,Meta
3167400,SILVIANÓPOLIS,Minas Gerais,Santa Rita do Sapucaí,Sem conjunto,Meta
3167509,SIMÃO PEREIRA,Minas Gerais,Matias Barbosa,Sem conjunto,Meta
3167608,SIMONÉSIA,Minas Gerais,Manhuaçu,Sem conjunto,Meta
3167707,SOBRÁLIA,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3167806,SOLEDADE DE MINAS,Minas Gerais,Cambuquira,MG01,1º Marco
3167905,TABULEIRO,Minas Gerais,Ubá,Sem conjunto,Meta
3168002,TAIOBEIRAS,Minas Gerais,Salinas,Sem conjunto,Meta
3168051,TAPARUBA,Minas Gerais,Aimorés,Sem conjunto,Meta
3168101,TAPIRA,Minas Gerais,,Sem conjunto,
3168200,TAPIRAÍ,Minas Gerais,Piuí,Sem conjunto,Meta
3168309,TAQUARAÇU DE MINAS,Minas Gerais,Itabira,Sem conjunto,Meta
3168408,TARUMIRIM,Minas Gerais,Caratinga,MG01,1º Marco
3168507,TEIXEIRAS,Minas Gerais,Teixeiras,Sem conjunto,Meta
3168606,TEÓFILO OTONI,Minas Gerais,Teófilo Otoni,Sem conjunto,Meta
3168705,TIMÓTEO,Minas Gerais,Ipatinga,Sem conjunto,Meta
3168804,TIRADENTES,Minas Gerais,Tiradentes,Sem conjunto,Meta
3168903,TIROS,Minas Gerais,,Sem conjunto,
3169000,TOCANTINS,Minas Gerais,Ubá,Sem conjunto,Meta
3169059,TOCOS DO MOJI,Minas Gerais,Pouso Alegre,Sem conjunto,Meta
3169109,TOLEDO,Minas Gerais,Pouso Alegre,Sem conjunto,Meta
3169208,TOMBOS,Minas Gerais,Muriaé,Sem conjunto,Meta
3169307,TRÊS CORAÇÕES,Minas Gerais,Varginha,Sem conjunto,Meta
3169356,TRÊS MARIAS,Minas Gerais,Três Marias,Sem conjunto,Meta
3169406,TRÊS PONTAS,Minas Gerais,Varginha,Sem conjunto,Meta
3169505,TUMIRITINGA,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3169604,TUPACIGUARA,Minas Gerais,,Sem conjunto,
3169703,TURMALINA,Minas Gerais,Capelinha,Sem conjunto,Meta
3169802,TURVOLÂNDIA,Minas Gerais,Santa Rita do Sapucaí,Sem conjunto,Meta
3169901,UBÁ,Minas Gerais,Ubá,Sem conjunto,Meta
3170008,UBAÍ,Minas Gerais,Montes Claros,Sem conjunto,Meta
3170057,UBAPORANGA,Minas Gerais,Caratinga,MG01,1º Marco
3170107,UBERABA,Minas Gerais,,Sem conjunto,
3170206,UBERLÂNDIA,Minas Gerais,,Sem conjunto,
3170305,UMBURATIBA,Minas Gerais,Nanuque,Sem conjunto,Meta
3170404,UNAÍ,Minas Gerais,Unaí,Sem conjunto,Meta
3170438,UNIÃO DE MINAS,Minas Gerais,,Sem conjunto,
3170479,URUANA DE MINAS,Minas Gerais,Unaí,Sem conjunto,Meta
3170503,URUCÂNIA,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3170529,URUCUIA,Minas Gerais,Januária,Sem conjunto,Meta
3170578,VARGEM ALEGRE,Minas Gerais,Caratinga,MG01,1º Marco
3170602,VARGEM BONITA,Minas Gerais,Piuí,Sem conjunto,Meta
3170651,VARGEM GRANDE DO RIO PARDO,Minas Gerais,Salinas,Sem conjunto,Meta
3170701,VARGINHA,Minas Gerais,Varginha,Sem conjunto,Meta
3170750,VARJÃO DE MINAS,Minas Gerais,Paracatu,Sem conjunto,Meta
3170800,VÁRZEA DA PALMA,Minas Gerais,Rio de Luz,MG02,2º Marco
3170909,VARZELÂNDIA,Minas Gerais,Montes Claros,Sem conjunto,Meta
3171006,VAZANTE,Minas Gerais,Paracatu,Sem conjunto,Meta
3171030,VERDELÂNDIA,Minas Gerais,Montes Claros,Sem conjunto,Meta
3171071,VEREDINHA,Minas Gerais,Capelinha,Sem conjunto,Meta
3171105,VERÍSSIMO,Minas Gerais,,Sem conjunto,
3171154,VERMELHO NOVO,Minas Gerais,Ponte Nova,Sem conjunto,Meta
3171204,VESPASIANO,Minas Gerais,Lagoa Santa,MG01,Incipiente
3171303,VIÇOSA,Minas Gerais,Teixeiras,Sem conjunto,Meta
3171402,VIEIRAS,Minas Gerais,Muriaé,Sem conjunto,Meta
3171600,VIRGEM DA LAPA,Minas Gerais,Araçuaí,Sem conjunto,Meta
3171709,VIRGÍNIA,Minas Gerais,Itajubá,Sem conjunto,Meta
3171808,VIRGINÓPOLIS,Minas Gerais,Guanhães,Sem conjunto,Meta
3171907,VIRGOLÂNDIA,Minas Gerais,Governador Valadares,Sem conjunto,Meta
3172004,VISCONDE DO RIO BRANCO,Minas Gerais,Ubá,Sem conjunto,Meta
3172103,VOLTA GRANDE,Minas Gerais,Cataguases,Sem conjunto,Meta
3172202,WENCESLAU BRAZ,Minas Gerais,Itajubá,Sem conjunto,Meta
3200102,AFONSO CLÁUDIO,Espírito Santo,Domingos Martins,Sem conjunto,Meta
3200169,ÁGUA DOCE DO NORTE,Espírito Santo,Ecoporanga,Sem conjunto,Meta
3200136,ÁGUIA BRANCA,Espírito Santo,Esperança,ES01,2º Marco
3200201,ALEGRE,Espírito Santo,Guaçuí,Sem conjunto,Meta
3200300,ALFREDO CHAVES,Espírito Santo,Guarapari,ES02,1º Marco
3200359,ALTO RIO NOVO,Espírito Santo,Esperança,ES01,2º Marco
3200409,ANCHIETA,Espírito Santo,Anchieta,ES02,1º Marco
3200508,APIACÁ,Espírito Santo,Mimoso do Sul,Sem conjunto,Meta
3200607,ARACRUZ,Espírito Santo,Aracruz,Sem conjunto,Meta
3200706,ATILIO VIVACQUA,Espírito Santo,Cachoeiro de Itapemirim,ES02,1º Marco
3200805,BAIXO GUANDU,Espírito Santo,Pancas,Sem conjunto,Meta
3200904,BARRA DE SÃO FRANCISCO,Espírito Santo,Esperança,ES01,2º Marco
3201001,BOA ESPERANÇA,Espírito Santo,São Mateus,Sem conjunto,Meta
3201159,BREJETUBA,Espírito Santo,Domingos Martins,Sem conjunto,Meta
3201209,CACHOEIRO DE ITAPEMIRIM,Espírito Santo,Cachoeiro de Itapemirim,ES02,1º Marco
3201308,CARIACICA,Espírito Santo,Vila Velha,ES02,1º Marco
3201407,CASTELO,Espírito Santo,Cachoeiro de Itapemirim,ES02,1º Marco
3201506,COLATINA,Espírito Santo,Pancas,Sem conjunto,Meta
3201605,CONCEIÇÃO DA BARRA,Espírito Santo,São Mateus,Sem conjunto,Meta
3201704,CONCEIÇÃO DO CASTELO,Espírito Santo,Conceição do Castelo,Sem conjunto,Meta
3201803,DIVINO DE SÃO LOURENÇO,Espírito Santo,Guaçuí,Sem conjunto,Meta
3201902,DOMINGOS MARTINS,Espírito Santo,Domingos Martins,Sem conjunto,Meta
3202009,DORES DO RIO PRETO,Espírito Santo,Guaçuí,Sem conjunto,Meta
3202108,ECOPORANGA,Espírito Santo,Ecoporanga,Sem conjunto,Meta
3202207,FUNDÃO,Espírito Santo,Aracruz,Sem conjunto,Meta
3202256,GOVERNADOR LINDENBERG,Espírito Santo,Pancas,Sem conjunto,Meta
3202306,GUAÇUÍ,Espírito Santo,Guaçuí,Sem conjunto,Meta
3202405,GUARAPARI,Espírito Santo,Guarapari,ES02,1º Marco
3202454,IBATIBA,Espírito Santo,Conceição do Castelo,Sem conjunto,Meta
3202504,IBIRAÇU,Espírito Santo,Aracruz,Sem conjunto,Meta
3202553,IBITIRAMA,Espírito Santo,Conceição do Castelo,Sem conjunto,Meta
3202603,ICONHA,Espírito Santo,Cachoeiro de Itapemirim,ES02,1º Marco
3202652,IRUPI,Espírito Santo,Conceição do Castelo,Sem conjunto,Meta
3202702,ITAGUAÇU,Espírito Santo,Pancas,Sem conjunto,Meta
3202801,ITAPEMIRIM,Espírito Santo,Cachoeiro de Itapemirim,ES02,1º Marco
3202900,ITARANA,Espírito Santo,Domingos Martins,Sem conjunto,Meta
3203007,IÚNA,Espírito Santo,Conceição do Castelo,Sem conjunto,Meta
3203056,JAGUARÉ,Espírito Santo,Linhares,ES01,1º Marco
3203106,JERÔNIMO MONTEIRO,Espírito Santo,Cachoeiro de Itapemirim,ES02,1º Marco
3203130,JOÃO NEIVA,Espírito Santo,Aracruz,Sem conjunto,Meta
3203163,LARANJA DA TERRA,Espírito Santo,Domingos Martins,Sem conjunto,Meta
3203205,LINHARES,Espírito Santo,Linhares,ES01,1º Marco
3203304,MANTENÓPOLIS,Espírito Santo,Esperança,ES01,2º Marco
3203320,MARATAÍZES,Espírito Santo,Cachoeiro de Itapemirim,ES02,1º Marco
3203346,MARECHAL FLORIANO,Espírito Santo,Domingos Martins,Sem conjunto,Meta
3203353,MARILÂNDIA,Espírito Santo,Pancas,Sem conjunto,Meta
3203403,MIMOSO DO SUL,Espírito Santo,Mimoso do Sul,Sem conjunto,Meta
3203502,MONTANHA,Espírito Santo,Ecoporanga,Sem conjunto,Meta
3203601,MUCURICI,Espírito Santo,Ecoporanga,Sem conjunto,Meta
3203700,MUNIZ FREIRE,Espírito Santo,Conceição do Castelo,Sem conjunto,Meta
3203809,MUQUI,Espírito Santo,Cachoeiro de Itapemirim,ES02,1º Marco
3203908,NOVA VENÉCIA,Espírito Santo,Esperança,ES01,2º Marco
3204005,PANCAS,Espírito Santo,Pancas,Sem conjunto,Meta
3204054,PEDRO CANÁRIO,Espírito Santo,São Mateus,Sem conjunto,Meta
3204104,PINHEIROS,Espírito Santo,São Mateus,Sem conjunto,Meta
3204203,PIÚMA,Espírito Santo,Anchieta,ES02,1º Marco
3204252,PONTO BELO,Espírito Santo,Ecoporanga,Sem conjunto,Meta
3204302,PRESIDENTE KENNEDY,Espírito Santo,Mimoso do Sul,Sem conjunto,Meta
3204351,RIO BANANAL,Espírito Santo,Linhares,ES01,1º Marco
3204401,RIO NOVO DO SUL,Espírito Santo,Cachoeiro de Itapemirim,ES02,1º Marco
3204500,SANTA LEOPOLDINA,Espírito Santo,Domingos Martins,Sem conjunto,Meta
3204559,SANTA MARIA DE JETIBÁ,Espírito Santo,Domingos Martins,Sem conjunto,Meta
3204609,SANTA TERESA,Espírito Santo,Domingos Martins,Sem conjunto,Meta
3204658,SÃO DOMINGOS DO NORTE,Espírito Santo,Pancas,Sem conjunto,Meta
3204708,SÃO GABRIEL DA PALHA,Espírito Santo,Esperança,ES01,2º Marco
3204807,SÃO JOSÉ DO CALÇADO,Espírito Santo,Mimoso do Sul,Sem conjunto,Meta
3204906,SÃO MATEUS,Espírito Santo,São Mateus,Sem conjunto,Meta
3204955,SÃO ROQUE DO CANAÃ,Espírito Santo,Domingos Martins,Sem conjunto,Meta
3205002,SERRA,Espírito Santo,Espírito de Luz,ES01,2º Marco
3205010,SOORETAMA,Espírito Santo,Linhares,ES01,1º Marco
3205036,VARGEM ALTA,Espírito Santo,Cachoeiro de Itapemirim,ES02,1º Marco
3205069,VENDA NOVA DO IMIGRANTE,Espírito Santo,Domingos Martins,Sem conjunto,Meta
3205101,VIANA,Espírito Santo,Vila Velha,ES02,1º Marco
3205150,VILA PAVÃO,Espírito Santo,Esperança,ES01,2º Marco
3205176,VILA VALÉRIO,Espírito Santo,Esperança,ES01,2º Marco
3205200,VILA VELHA,Espírito Santo,Vila Velha,ES02,1º Marco
3205309,VITÓRIA,Espírito Santo,Espírito de Luz,ES01,2º Marco
3201100,BOM JESUS DO NORTE,Espírito Santo,Mimoso do Sul,Sem conjunto,Meta
